gaussian_id,mean_x,mean_y,mean_z,scale_x,scale_y,scale_z,max_scale,min_scale,mean_scale,anisotropy,volume_proxy,opacity,distance_to_scene_center,color_or_sh_norm,rotation_q0,rotation_q1,rotation_q2,rotation_q3
54,0.3452751040458679,-0.6255107522010803,-0.10423082113265991,0.004080250393599272,0.008664634078741074,0.000277030369034037,0.008664634078741074,0.000277030369034037,0.004340638280458127,31.276838380403355,9.794097484101123e-09,0.4066983163356781,0.7292582618232863,0.697898805141449,0.3637358844280243,0.6151726841926575,0.36621859669685364,-0.447444885969162
55,0.043637488037347794,-0.09245754033327103,-0.07526611536741257,0.0033309273421764374,0.00011959383118664846,0.00026074080960825086,0.0033309273421764374,0.00011959383118664846,0.0012370873276571122,27.851999631802954,1.0386828188864828e-10,0.9952179193496704,0.15573539582399978,0.42782172560691833,-0.07934074848890305,-1.1604907512664795,-0.37566810846328735,-0.017719782888889313
56,0.11702455580234528,-0.13571861386299133,-0.06734399497509003,2.2194823031895794e-05,0.0004678237601183355,0.0003009175998158753,0.0004678237601183355,2.2194823031895794e-05,0.00026364539432203554,21.078057682461992,3.1245073523542506e-12,0.8561732172966003,0.21893063765836188,0.22011974453926086,0.35992929339408875,-0.9840362071990967,0.27734145522117615,-0.07874874770641327
57,0.2434018850326538,-0.16492636501789093,-0.1630561351776123,0.0003224851388949901,0.0013379895826801658,0.00047178688691928983,0.0013379895826801658,0.0003224851388949901,0.0007107538694981486,4.148996097199541,2.0356743461945406e-10,0.99951171875,0.37373526688290754,0.0037594567984342575,0.8493362069129944,-0.3462861180305481,0.2562156617641449,-0.3334384560585022
58,0.24784420430660248,-0.1634286642074585,-0.16529539227485657,0.00029905830160714686,0.0006055276026017964,0.0014342674985527992,0.0014342674985527992,0.00029905830160714686,0.0007796178009205809,4.795946110992437,2.597287136854474e-10,0.6601770520210266,0.3777150527720354,0.00779646635055542,-0.5788745284080505,-0.17693287134170532,-0.9121689200401306,-0.09368785470724106
59,0.27543312311172485,-0.11324214935302734,-0.09754817932844162,0.00017438594659324735,2.8813346943934448e-05,0.0021341866813600063,0.0021341866813600063,2.8813346943934448e-05,0.0007791286582990627,74.06937783079303,1.0723525702522532e-11,0.9812548160552979,0.353084871105098,0.7447994351387024,-0.111861951649189,-1.001471996307373,-0.7195682525634766,0.09268933534622192
60,0.2753751873970032,-0.1142093613743782,-0.0885455384850502,0.00019710526976268739,0.0010393005795776844,4.962819002685137e-05,0.0010393005795776844,4.962819002685137e-05,0.0004286780131224077,20.941738536411865,1.0166415179367387e-11,0.9996265172958374,0.349965267867919,0.5645379424095154,0.02728128619492054,-0.9626984000205994,-0.009696251712739468,0.8835472464561462
61,0.04558604955673218,-0.09124695509672165,-0.055409517139196396,0.00020349047554191202,0.0010831168619915843,9.117467561736703e-05,0.0010831168619915843,9.117467561736703e-05,0.0004592606710502878,11.879580098942203,2.0095260042297306e-11,0.999659538269043,0.14266283863854975,1.3428090810775757,1.2434210777282715,0.0008122913422994316,-0.20211294293403625,0.2674518823623657
62,0.2761472463607788,-0.09947093576192856,-0.04704601317644119,0.00032490069861523807,0.000987366889603436,0.0004893499426543713,0.000987366889603436,0.00032490069861523807,0.0006005391769576818,3.0389805063876456,1.5698159826743493e-10,0.7375819683074951,0.3343138457538596,1.1325762271881104,0.44142892956733704,-0.6728994250297546,-0.5276106595993042,-0.2944667935371399
63,0.27705124020576477,-0.12929028272628784,-0.05761583894491196,0.0011429148726165295,0.0008718424360267818,0.002142198383808136,0.002142198383808136,0.0008718424360267818,0.0013856518974838157,2.457093501402277,2.134575770836143e-09,0.9999321699142456,0.34607787376788235,1.0821903944015503,0.005111458711326122,-0.733902633190155,0.7112602591514587,-0.24085116386413574
